Dates,Raw Turbulence,Turbulence,Recession
date,number,number,number
1998-11-30,5.44256091235104,6.7200150873393705,0
1998-12-07,6.720494667061005,6.720042004080871,0
1998-12-14,5.116289874111047,6.630030313498117,0
1998-12-20,5.410992566169421,6.561610982062334,0
1998-12-27,6.368225218692382,6.55075707317562,0
1999-01-04,7.630275697999584,6.611345797966778,0
1999-01-11,5.739106895247155,6.562390790045874,0
1999-01-18,6.6369625733656985,6.566576182639251,0
1999-01-25,7.707025100353906,6.630584661997404,0
1999-02-01,7.368874044289084,6.6720216610183325,0
1999-02-08,5.139212938791835,6.585991717955875,0
1999-02-15,4.934315897856772,6.4932902773257855,0
1999-02-22,4.141432045629412,6.36129061759661,0
1999-03-01,5.613625715399519,6.319327411077024,0
1999-03-08,5.428881661464148,6.269350531360337,0
1999-03-15,4.490757172947564,6.169525756659645,0
1999-03-22,4.790449327273071,6.092124144195847,0
1999-03-28,14.452214503906262,6.561339961677743,0
1999-04-05,11.895496571891387,6.860723167689471,0
1999-04-12,10.823487787466695,7.083136055655135,0
1999-04-19,6.370914671285931,7.0431621409346175,0
